"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"48099","1","10","71","0","2016","1","",13,164,165,168,2105085,0,0,977,"",2.03,0.54,0.55,0.56,0.52,0.00,0.00,0.95,"",0,0.0,-16,-8.9,-21,-11.3,-11,-6.1,-139047,-6.2,0,0.0,0,0.0,27,2.8
"48099","2","10","71","0","2016","1","",34,2983,2976,2979,31736929,0,0,819,"",4.64,6.04,5.93,5.93,6.83,0.00,0.00,1.14,"",-1,-2.9,173,6.2,141,5.0,153,5.4,4074469,14.7,0,0.0,0,0.0,65,8.6
"48099","3","10","71","0","2016","1","",43,3097,3102,3107,26109851,494630,495,647,"",2.40,2.00,1.99,1.98,2.14,0.81,0.08,1.07,"",0,0.0,34,1.1,30,1.0,34,1.1,186931,0.7,21185,4.5,24,5.1,-3,-0.5
"48099","5","10","71","0","2016","1","",938,8990,9003,9055,79880849,56754698,1239115,682,"",0.94,0.70,0.70,0.70,0.67,1.01,1.01,0.96,"",94,11.1,289,3.3,73,0.8,60,0.7,10181372,14.6,10610043,23.0,198861,19.1,78,12.9
"48101","0","10","70","0","2016","1","",68,350,352,364,3283040,1444778,12168,711,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-6.8,-17,-4.6,-16,-4.3,-9,-2.4,139491,4.4,50108,3.6,-2316,-16.0,56,8.5
"48101","1","10","71","0","2016","1","",3,12,9,13,118603,0,0,805,"",7.07,1.73,1.29,1.81,1.25,0.00,0.00,0.78,"",0,0.0,3,33.3,-2,-18.2,1,8.3,-3025,-2.5,0,0.0,0,0.0,-72,-8.2
"48101","2","10","71","0","2016","1","",9,29,30,33,353225,0,0,886,"",18.58,2.56,2.59,2.76,3.24,0.00,0.00,1.23,"",0,0.0,-4,-12.1,-3,-9.1,1,3.1,-9470,-2.6,0,0.0,0,0.0,32,3.7
"48101","3","10","71","0","2016","1","",6,96,97,96,622392,246475,246,497,"",5.06,2.70,2.69,2.57,2.17,16.03,3.89,0.82,"",0,0.0,-9,-8.6,-8,-7.6,-8,-7.7,-17225,-2.7,13214,5.7,16,7.0,27,5.7
"48101","5","10","71","0","2016","1","",50,213,216,222,2188820,1198303,11922,776,"",0.76,0.72,0.73,0.72,0.78,0.84,0.99,1.09,"",-5,-9.1,-7,-3.2,-3,-1.4,-3,-1.3,169211,8.4,36894,3.2,-2332,-16.4,74,10.5
"48103","0","10","70","0","2016","1","",105,1314,1330,1343,18615297,7246987,162702,1077,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-3.7,-149,-10.2,-130,-8.9,-94,-6.5,-4902293,-20.8,-939205,-11.5,42984,35.9,-168,-13.5
"48103","1","10","71","0","2016","1","",1,6,6,6,57706,0,0,740,"",1.53,0.23,0.23,0.23,0.11,0.00,0.00,0.47,"",0,0.0,1,20.0,0,0.0,1,20.0,-9335,-13.9,0,0.0,0,0.0,-227,-23.5
"48103","2","10","71","0","2016","1","",4,13,12,12,134519,0,0,839,"",5.35,0.31,0.27,0.27,0.22,0.00,0.00,0.77,"",0,0.0,-1,-7.1,-2,-14.3,-2,-14.3,-5697,-4.1,0,0.0,0,0.0,69,9.0
"48103","3","10","71","0","2016","1","",12,354,364,362,4097826,0,0,876,"",6.55,2.65,2.68,2.63,2.52,0.00,0.00,0.95,"",0,0.0,2,0.6,9,2.5,5,1.4,405630,11.0,0,0.0,0,0.0,75,9.4
"48103","5","10","71","0","2016","1","",88,941,948,963,14325246,7246987,162702,1159,"",0.86,0.85,0.84,0.85,0.90,1.01,1.01,1.07,"",-4,-4.3,-151,-13.8,-137,-12.6,-98,-9.2,-5292891,-27.0,-939205,-11.5,42984,35.9,-239,-17.1
"48105","0","10","70","0","2016","1","",201,1508,1487,1481,13826305,6511920,112802,713,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-2.0,-203,-11.9,-248,-14.3,-256,-14.7,-6636025,-32.4,-2011017,-23.6,-1305,-1.1,-198,-21.7
"48105","1","10","71","0","2016","1","",2,3,3,3,58711,0,0,1505,"",1.60,0.10,0.10,0.10,0.15,0.00,0.00,1.45,"",0,0.0,0,0.0,-2,-40.0,-2,-40.0,-12671,-17.8,0,0.0,0,0.0,238,18.8
"48105","2","10","71","0","2016","1","",5,27,27,25,368325,0,0,1076,"",3.49,0.55,0.55,0.51,0.80,0.00,0.00,1.49,"",0,0.0,3,12.5,2,8.0,0,0.0,27647,8.1,0,0.0,0,0.0,14,1.3
"48105","3","10","71","0","2016","1","",23,374,374,377,3054064,146824,147,626,"",6.56,2.44,2.46,2.48,2.53,2.12,0.25,1.03,"",-1,-4.2,10,2.7,13,3.6,10,2.7,135356,4.6,40903,38.6,42,40.0,9,1.5
"48105","5","10","71","0","2016","1","",171,1104,1083,1076,10345205,6365096,112655,732,"",0.88,0.87,0.86,0.86,0.88,0.99,1.00,1.02,"",-3,-1.7,-216,-16.4,-261,-19.4,-264,-19.7,-6786357,-39.6,-2051920,-24.4,-1347,-1.2,-255,-25.8
"48107","0","10","70","0","2016","1","",208,1387,1370,1347,12236845,5640334,88106,688,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.9,-122,-8.1,-37,-2.6,-44,-3.2,-223181,-1.8,-369612,-6.2,-27141,-23.6,20,3.0
"48107","1","10","71","0","2016","1","",5,17,17,20,225692,0,0,964,"",3.85,0.62,0.63,0.75,0.64,0.00,0.00,0.96,"",0,0.0,3,21.4,1,6.2,4,25.0,-6123,-2.6,0,0.0,0,0.0,-199,-17.1
"48107","2","10","71","0","2016","1","",5,23,23,23,265304,0,0,887,"",3.37,0.51,0.51,0.52,0.65,0.00,0.00,1.27,"",0,0.0,2,9.5,3,15.0,2,9.5,15080,6.0,0,0.0,0,0.0,-44,-4.7
"48107","3","10","71","0","2016","1","",19,437,441,444,3287045,122460,122,574,"",5.24,3.10,3.15,3.22,3.07,2.04,0.27,0.98,"",0,0.0,16,3.8,17,4.0,16,3.7,134851,4.3,25965,26.9,28,29.8,3,0.5
"48107","5","10","71","0","2016","1","",179,910,889,860,8458804,5517874,87984,734,"",0.89,0.78,0.77,0.76,0.81,0.99,1.00,1.06,"",-4,-2.2,-143,-13.6,-58,-6.1,-66,-7.1,-366989,-4.2,-395577,-6.7,-27169,-23.6,38,5.5
"48109","0","10","70","0","2016","1","",102,1207,1174,1186,11238775,4808918,47891,727,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.0,29,2.5,27,2.4,50,4.4,645825,6.1,363688,8.2,-6519,-12.0,21,3.0
"48109","1","10","71","0","2016","1","",4,84,87,86,1860198,0,0,1670,"",6.29,3.51,3.74,3.67,5.73,0.00,0.00,1.58,"",0,0.0,-3,-3.4,3,3.6,3,3.6,21234,1.2,0,0.0,0,0.0,-1,-0.1
"48109","2","10","71","0","2016","1","",8,38,35,35,498962,0,0,1066,"",11.01,0.97,0.91,0.90,1.34,0.00,0.00,1.44,"",1,14.3,0,0.0,-3,-7.9,-2,-5.4,18297,3.8,0,0.0,0,0.0,84,8.6
"48109","3","10","71","0","2016","1","",22,175,175,175,1578598,77319,76,694,"",12.37,1.43,1.46,1.44,1.61,1.51,0.31,1.12,"",0,0.0,5,2.9,5,2.9,5,2.9,242649,18.2,1593,2.1,2,2.7,89,14.7
"48109","5","10","71","0","2016","1","",68,910,877,890,7301017,4731599,47815,629,"",0.69,0.89,0.88,0.89,0.76,1.00,1.00,0.86,"",-2,-2.9,27,3.1,22,2.6,44,5.2,363645,5.2,362095,8.3,-6521,-12.0,9,1.5
"48111","0","10","70","0","2016","1","",361,4306,4290,4360,44557553,30708151,396048,794,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.1,170,4.1,65,1.5,-60,-1.4,2396157,5.7,2183283,7.7,21829,5.8,33,4.3
"48111","1","10","71","0","2016","1","",4,22,20,18,217752,0,0,838,"",1.78,0.26,0.24,0.21,0.17,0.00,0.00,0.72,"",0,0.0,7,46.7,2,11.1,0,0.0,-20491,-8.6,0,0.0,0,0.0,-240,-22.3
"48111","2","10","71","0","2016","1","",8,27,24,23,339105,0,0,1058,"",3.11,0.19,0.17,0.16,0.23,0.00,0.00,1.31,"",0,0.0,-3,-10.0,-5,-17.2,-6,-20.7,-10944,-3.1,0,0.0,0,0.0,140,15.3
"48111","3","10","71","0","2016","1","",18,240,227,233,2220333,65602,66,732,"",2.86,0.55,0.52,0.52,0.57,0.20,0.03,1.08,"",0,0.0,2,0.8,-3,-1.3,1,0.4,-15274,-0.7,2905,4.6,4,6.5,-5,-0.7
"48111","5","10","71","0","2016","1","",331,4017,4019,4086,41780363,30642549,395982,795,"",0.95,1.10,1.11,1.11,1.10,1.01,1.01,1.00,"",-4,-1.2,164,4.3,71,1.8,-55,-1.3,2442866,6.2,2180378,7.7,21825,5.8,35,4.6
"48113","0","10","70","0","2016","1","",71808,1604982,1615370,1614688,27056707372,10311807988,268822573,1291,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-177,-0.2,48984,3.1,50113,3.2,47712,3.0,554273111,2.1,447392414,4.5,-13880608,-4.9,-14,-1.1
"48113","1","10","71","0","2016","1","",174,25087,25135,25092,531224236,0,0,1628,"",0.39,0.79,0.79,0.79,0.68,0.00,0.00,0.86,"",-3,-1.7,124,0.5,173,0.7,401,1.6,-8403977,-1.6,0,0.0,0,0.0,-41,-2.5
"48113","2","10","71","0","2016","1","",67,20451,20456,20549,380898507,0,0,1430,"",0.13,0.39,0.38,0.39,0.42,0.00,0.00,1.09,"",14,26.4,1018,5.2,1030,5.3,1169,6.0,25796200,7.3,0,0.0,0,0.0,23,1.6
"48113","3","10","71","0","2016","1","",284,126684,128601,128754,1562636211,35283606,36767,939,"",0.23,0.78,0.78,0.78,0.66,0.32,0.03,0.85,"",3,1.1,3727,3.0,3248,2.6,3620,2.9,57091725,3.8,2251787,6.8,221,0.6,9,1.0
"48113","5","10","71","0","2016","1","",71283,1432760,1441178,1440293,24581948418,10276524382,268785806,1315,"",1.02,1.06,1.06,1.06,1.07,1.01,1.01,1.01,"",-191,-0.3,44115,3.2,45662,3.3,42522,3.0,479789163,2.0,445140627,4.5,-13880829,-4.9,-15,-1.1
"48115","0","10","70","0","2016","1","",510,4288,4156,4119,38288498,17092307,244179,703,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-2.3,-235,-5.2,-242,-5.5,-194,-4.5,-2488246,-6.1,-1037109,-5.7,-23289,-8.7,-8,-1.1
"48115","1","10","71","0","2016","1","",7,102,74,41,685456,0,0,729,"",2.20,1.20,0.90,0.50,0.62,0.00,0.00,0.71,"",0,0.0,-3,-2.9,29,64.4,3,7.9,7760,1.1,0,0.0,0,0.0,-103,-12.4
"48115","2","10","71","0","2016","1","",12,376,380,386,4523022,0,0,914,"",3.30,2.71,2.78,2.86,3.55,0.00,0.00,1.28,"",-1,-7.7,-15,-3.8,-6,-1.6,-1,-0.3,161295,3.7,0,0.0,0,0.0,49,5.7
"48115","3","10","71","0","2016","1","",35,938,928,950,8284049,146117,147,679,"",3.94,2.15,2.18,2.25,2.48,0.80,0.12,1.13,"",0,0.0,-33,-3.4,-33,-3.4,-27,-2.8,-130230,-1.5,-559462,-79.3,-555,-79.1,12,1.8
"48115","5","10","71","0","2016","1","",456,2872,2774,2742,24795971,16946190,244032,682,"",0.92,0.79,0.79,0.79,0.76,1.01,1.01,0.96,"",-11,-2.4,-184,-6.0,-232,-7.7,-169,-5.8,-2527071,-9.2,-477647,-2.7,-22734,-8.5,-21,-3.0
"48117","0","10","70","0","2016","1","",488,7515,7509,7566,70708891,41413171,445414,722,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-2.4,99,1.3,44,0.6,93,1.2,757586,1.1,-817325,-1.9,-79737,-15.2,0,0.0
"48117","1","10","71","0","2016","1","",4,50,52,51,717872,0,0,1083,"",1.31,0.34,0.35,0.34,0.35,0.00,0.00,1.03,"",0,0.0,6,13.6,6,13.0,6,13.3,-18965,-2.6,0,0.0,0,0.0,-177,-14.0
"48117","2","10","71","0","2016","1","",11,48,48,48,653596,0,0,1047,"",3.16,0.20,0.19,0.19,0.28,0.00,0.00,1.43,"",0,0.0,-2,-4.0,0,0.0,1,2.1,22666,3.6,0,0.0,0,0.0,43,4.3
"48117","3","10","71","0","2016","1","",22,1267,1285,1313,11124204,931722,933,664,"",2.59,1.66,1.67,1.69,1.80,2.11,0.40,1.08,"",1,4.8,47,3.9,45,3.6,52,4.1,800345,7.8,49379,5.6,52,5.9,24,3.8
"48117","5","10","71","0","2016","1","",451,6150,6124,6154,58213219,40481449,444481,729,"",0.95,0.97,0.97,0.96,0.97,0.99,1.00,1.00,"",-13,-2.8,48,0.8,-7,-0.1,34,0.6,-46460,-0.1,-866704,-2.1,-79789,-15.2,-4,-0.5
"48119","0","10","70","0","2016","1","",102,1330,1348,1377,6800387,3638343,57043,387,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-8.9,-12,-0.9,-40,-2.9,-21,-1.5,149467,2.2,208664,6.1,697,1.2,15,4.0
"48119","1","10","71","0","2016","1","",5,16,15,26,163339,0,0,661,"",7.86,0.61,0.56,0.96,0.83,0.00,0.00,1.17,"",0,0.0,1,6.7,-13,-46.4,14,116.7,-43921,-21.2,0,0.0,0,0.0,-209,-24.0
"48119","2","10","71","0","2016","1","",5,25,25,25,296102,0,0,911,"",6.88,0.58,0.56,0.55,1.31,0.00,0.00,2.32,"",0,0.0,2,8.7,2,8.7,0,0.0,32386,12.3,0,0.0,0,0.0,54,6.3
"48119","3","10","71","0","2016","1","",17,274,279,275,2007229,197946,198,559,"",9.56,2.03,2.02,1.95,3.38,5.11,0.67,1.69,"",0,0.0,-4,-1.4,-6,-2.1,-4,-1.4,56463,2.9,17987,10.0,20,11.2,24,4.5
"48119","5","10","71","0","2016","1","",75,1015,1029,1051,4333717,3440397,56845,323,"",0.76,0.90,0.90,0.90,0.75,0.96,1.00,0.83,"",-10,-11.8,-11,-1.1,-23,-2.2,-31,-2.9,104539,2.5,190677,5.9,677,1.2,14,4.5
"48121","0","10","70","0","2016","1","",13305,220065,221365,222092,2652869884,1218003166,27672129,923,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",252,1.9,9877,4.7,8974,4.2,8582,4.0,167967880,6.8,95212614,8.5,-996517,-3.5,21,2.3
"48121","1","10","71","0","2016","1","",30,1592,1620,1613,31121461,0,0,1488,"",0.36,0.36,0.37,0.37,0.41,0.00,0.00,1.11,"",0,0.0,-14,-0.9,23,1.4,27,1.7,720832,2.4,0,0.0,0,0.0,23,1.6
"48121","2","10","71","0","2016","1","",25,7796,7838,7982,112525881,0,0,1100,"",0.26,1.09,1.08,1.09,1.28,0.00,0.00,1.17,"",1,4.2,-268,-3.3,-256,-3.2,-139,-1.7,6615816,6.2,0,0.0,0,0.0,93,9.2
"48121","3","10","71","0","2016","1","",119,24596,24816,24989,283255381,11149626,19718,879,"",0.51,1.10,1.10,1.10,1.22,0.86,0.14,1.11,"",1,0.8,548,2.3,514,2.1,516,2.1,12562732,4.6,1440701,14.8,-75,-0.4,21,2.4
"48121","5","10","71","0","2016","1","",13131,186081,187091,187508,2225967161,1206853540,27652411,916,"",1.02,1.00,1.00,1.00,0.99,1.00,1.00,0.99,"",250,1.9,9611,5.4,8693,4.9,8178,4.6,148068500,7.1,93771913,8.4,-996442,-3.5,18,2.0
"48123","0","10","70","0","2016","1","",578,7380,7361,7361,74692144,32504630,481035,780,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-1.4,-712,-8.8,-610,-7.7,-628,-7.9,-11833161,-13.7,-6103367,-15.8,-6016,-1.2,-50,-6.0
"48123","1","10","71","0","2016","1","",9,32,30,32,393607,0,0,966,"",2.50,0.22,0.21,0.22,0.18,0.00,0.00,0.85,"",0,0.0,0,0.0,-1,-3.2,3,10.3,-15938,-3.9,0,0.0,0,0.0,-61,-5.9
"48123","2","10","71","0","2016","1","",13,382,382,382,4518070,0,0,910,"",3.16,1.60,1.58,1.58,1.82,0.00,0.00,1.15,"",0,0.0,-6,-1.5,-3,-0.8,5,1.3,228787,5.3,0,0.0,0,0.0,49,5.7
"48123","3","10","71","0","2016","1","",51,1893,1886,1908,16194312,1205354,1205,657,"",5.06,2.52,2.50,2.53,2.48,3.48,0.48,0.98,"",0,0.0,87,4.8,121,6.9,76,4.1,1393811,9.4,-675649,-35.9,-671,-35.8,25,4.0
"48123","5","10","71","0","2016","1","",505,5073,5063,5039,53586155,31299276,479830,815,"",0.90,0.81,0.81,0.81,0.84,0.98,1.00,1.04,"",-8,-1.6,-793,-13.5,-727,-12.6,-712,-12.4,-13439821,-20.1,-5427718,-14.8,-5345,-1.1,-74,-8.3
"48125","0","10","70","0","2016","1","",68,455,441,438,3654855,1874243,18372,632,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.4,8,1.8,12,2.8,-4,-0.9,182172,5.2,128175,7.3,-1134,-5.8,24,3.9
"48125","1","10","71","0","2016","1","",5,13,11,11,95423,0,0,629,"",11.79,1.44,1.26,1.27,0.90,0.00,0.00,0.68,"",0,0.0,2,18.2,1,10.0,2,22.2,-23093,-19.5,0,0.0,0,0.0,-283,-31.0
"48125","2","10","71","0","2016","1","",5,14,14,14,150727,0,0,828,"",10.32,0.95,0.96,0.97,1.24,0.00,0.00,1.29,"",0,0.0,-2,-12.5,0,0.0,0,0.0,-19212,-11.3,0,0.0,0,0.0,-63,-7.1
"48125","3","10","71","0","2016","1","",7,145,141,143,1080423,269988,270,581,"",5.90,3.14,3.13,3.19,3.38,13.54,2.83,1.07,"",0,0.0,-9,-5.8,-9,-6.0,-9,-5.9,23546,2.2,-3162,-1.2,0,0.0,46,8.6
"48125","5","10","71","0","2016","1","",51,283,275,270,2328282,1604255,18102,649,"",0.77,0.74,0.74,0.73,0.75,0.87,0.99,1.02,"",-1,-1.9,17,6.4,20,7.8,3,1.1,200931,9.4,131337,8.9,-1134,-5.9,26,4.2
"48127","0","10","70","0","2016","1","",326,5860,5717,5511,66296602,32351967,1124921,895,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-0.9,-1253,-17.6,-1152,-16.8,-1281,-18.9,-25513355,-27.8,-13708094,-29.8,-456650,-28.9,-125,-12.3
"48127","1","10","71","0","2016","1","",6,271,269,269,7101462,0,0,2026,"",2.95,2.33,2.38,2.47,3.71,0.00,0.00,1.55,"",0,0.0,2,0.7,3,1.1,6,2.3,-250785,-3.4,0,0.0,0,0.0,-100,-4.7
"48127","2","10","71","0","2016","1","",9,42,41,41,499048,0,0,929,"",3.87,0.22,0.22,0.23,0.23,0.00,0.00,1.02,"",0,0.0,-8,-16.0,-9,-18.0,-8,-16.3,-64883,-11.5,0,0.0,0,0.0,56,6.4
"48127","3","10","71","0","2016","1","",35,893,917,889,6652282,1065274,1065,569,"",6.16,1.50,1.57,1.57,1.15,3.09,0.18,0.74,"",1,2.9,59,7.1,65,7.6,31,3.6,189675,2.9,-974338,-47.8,-972,-47.7,-17,-2.9
"48127","5","10","71","0","2016","1","",276,4654,4490,4312,52043810,31286693,1123856,893,"",0.87,0.94,0.93,0.93,0.92,0.98,1.00,0.99,"",-4,-1.4,-1306,-21.9,-1211,-21.2,-1310,-23.3,-25387362,-32.8,-12733756,-28.9,-455678,-28.8,-141,-13.6
"48129","0","10","70","0","2016","1","",125,1004,1000,983,7073857,3049097,41163,547,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.8,3,0.3,9,0.9,-4,-0.4,362292,5.4,122698,4.2,-2498,-5.7,27,5.2
"48129","1","10","71","0","2016","1","",4,16,14,13,168693,0,0,905,"",5.13,0.80,0.71,0.67,0.83,0.00,0.00,1.13,"",0,0.0,6,60.0,4,40.0,1,8.3,-12493,-6.9,0,0.0,0,0.0,-402,-30.8
"48129","2","10","71","0","2016","1","",7,29,29,29,291679,0,0,774,"",7.86,0.89,0.88,0.90,1.24,0.00,0.00,1.39,"",1,16.7,1,3.6,0,0.0,2,7.4,-15228,-5.0,0,0.0,0,0.0,-69,-8.2
"48129","3","10","71","0","2016","1","",20,408,415,412,2763263,190444,190,516,"",9.18,4.00,4.06,4.09,4.47,5.87,0.89,1.10,"",0,0.0,-3,-0.7,1,0.2,-1,-0.2,132450,5.0,-16777,-8.1,-15,-7.3,26,5.3
"48129","5","10","71","0","2016","1","",94,551,542,529,3850222,2858653,40973,548,"",0.78,0.65,0.64,0.64,0.64,0.95,1.00,1.00,"",0,0.0,-1,-0.2,4,0.7,-6,-1.1,257563,7.2,139475,5.1,-2483,-5.7,38,7.5
"48131","0","10","70","0","2016","1","",196,3161,3141,3135,29183425,13924336,397905,714,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-15,-7.1,-632,-16.7,-570,-15.4,-524,-14.3,-8965755,-23.5,-4912182,-26.1,-89561,-18.4,-75,-9.5
"48131","1","10","71","0","2016","1","",8,121,116,115,3240138,0,0,2124,"",6.54,1.93,1.87,1.86,3.84,0.00,0.00,2.04,"",0,0.0,-10,-7.6,-16,-12.1,-15,-11.5,-256314,-7.3,0,0.0,0,0.0,71,3.5
"48131","2","10","71","0","2016","1","",9,151,149,152,1679867,0,0,858,"",6.44,1.47,1.44,1.48,1.73,0.00,0.00,1.18,"",0,0.0,-4,-2.6,-1,-0.7,4,2.7,146324,9.5,0,0.0,0,0.0,77,9.9
"48131","3","10","71","0","2016","1","",21,847,852,855,5896080,1806944,1806,533,"",6.14,2.64,2.65,2.66,2.31,12.19,0.87,0.87,"",0,0.0,-7,-0.8,1,0.1,13,1.5,58234,1.0,150061,9.1,153,9.3,4,0.8
"48131","5","10","71","0","2016","1","",158,2042,2024,2013,18367340,12117392,396099,697,"",0.83,0.76,0.76,0.76,0.74,0.88,1.00,0.97,"",-15,-8.7,-611,-23.0,-554,-21.5,-526,-20.7,-8913999,-32.7,-5062243,-29.5,-89714,-18.5,-113,-14.0
"48133","0","10","70","0","2016","1","",477,6705,6640,6572,65648037,37522287,722750,761,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-15,-3.0,-903,-11.9,-1021,-13.3,-928,-12.4,-22983271,-25.9,-8103689,-17.8,-220959,-23.4,-137,-15.3
"48133","1","10","71","0","2016","1","",10,49,46,47,541273,0,0,880,"",3.36,0.37,0.35,0.36,0.29,0.00,0.00,0.79,"",0,0.0,-3,-5.8,-6,-11.5,-2,-4.1,-99190,-15.5,0,0.0,0,0.0,-86,-8.9
"48133","2","10","71","0","2016","1","",10,87,86,84,1215159,0,0,1091,"",2.94,0.40,0.39,0.39,0.56,0.00,0.00,1.41,"",0,0.0,1,1.2,0,0.0,-2,-2.3,42508,3.6,0,0.0,0,0.0,42,4.0
"48133","3","10","71","0","2016","1","",30,1302,1353,1349,10981422,3444165,3444,633,"",3.61,1.91,1.99,2.00,1.91,8.63,0.92,0.97,"",0,0.0,32,2.5,15,1.1,15,1.1,599467,5.8,541534,18.7,545,18.8,25,4.1
"48133","5","10","71","0","2016","1","",427,5267,5155,5092,52910183,34078122,719306,787,"",0.92,0.93,0.92,0.92,0.95,0.92,1.00,1.03,"",-15,-3.4,-933,-15.0,-1030,-16.7,-939,-15.6,-23526056,-30.8,-8645223,-20.2,-221504,-23.5,-171,-17.8
"48135","0","10","70","0","2016","1","",3839,68730,68485,67373,862688383,424056977,10049794,973,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-75,-1.9,-9130,-11.7,-8362,-10.9,-8487,-11.2,-204626730,-19.2,-76599686,-15.3,-221850,-2.2,-95,-8.9
"48135","1","10","71","0","2016","1","",8,174,197,190,2690199,0,0,1107,"",0.33,0.13,0.15,0.14,0.11,0.00,0.00,0.78,"",0,0.0,7,4.2,24,13.9,16,9.2,-446492,-14.2,0,0.0,0,0.0,-301,-21.4
"48135","2","10","71","0","2016","1","",18,1380,1491,1482,19162203,0,0,1016,"",0.66,0.62,0.66,0.67,0.67,0.00,0.00,1.03,"",-1,-5.3,41,3.1,52,3.6,59,4.1,1669429,9.5,0,0.0,0,0.0,55,5.7
"48135","3","10","71","0","2016","1","",50,8509,8618,8477,94763634,9263000,9264,854,"",0.75,1.22,1.23,1.23,1.26,2.05,0.18,1.03,"",0,0.0,524,6.6,483,5.9,446,5.6,-337036,-0.4,381092,4.3,386,4.3,-55,-6.1
"48135","5","10","71","0","2016","1","",3763,58667,58179,57224,746072347,414793977,10040530,989,"",1.01,1.01,1.01,1.01,1.02,0.99,1.00,1.01,"",-74,-1.9,-9702,-14.2,-8921,-13.3,-9008,-13.6,-205512631,-21.6,-76980778,-15.7,-222236,-2.2,-100,-9.2
"48137","0","10","70","0","2016","1","",65,369,368,366,2905971,1207944,8660,608,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,3.2,-6,-1.6,3,0.8,3,0.8,143081,5.2,68084,6.0,670,8.4,30,5.2
"48137","1","10","71","0","2016","1","",4,23,20,19,458559,0,0,1707,"",9.87,3.14,2.74,2.63,5.46,0.00,0.00,1.93,"",0,0.0,3,15.0,-1,-4.8,-1,-5.0,-74627,-14.0,0,0.0,0,0.0,-310,-15.4
"48137","2","10","71","0","2016","1","",4,12,12,12,109872,0,0,704,"",8.64,1.00,0.99,1.00,1.14,0.00,0.00,1.14,"",0,0.0,-1,-7.7,0,0.0,-1,-7.7,-3902,-3.4,0,0.0,0,0.0,13,1.9
"48137","3","10","71","0","2016","1","",6,121,119,117,804867,16690,17,520,"",5.29,3.23,3.16,3.12,3.17,1.30,0.38,1.00,"",1,20.0,7,6.1,7,6.2,7,6.4,44156,5.8,-17081,-50.6,-16,-48.5,-2,-0.4
"48137","5","10","71","0","2016","1","",51,213,217,218,1532673,1191254,8643,546,"",0.81,0.68,0.70,0.70,0.62,1.00,1.00,0.89,"",1,2.0,-15,-6.6,-3,-1.4,-2,-0.9,177454,13.1,85165,7.7,686,8.6,78,16.7
"48139","0","10","70","0","2016","1","",2662,47203,47563,47657,481260185,258459269,4778741,780,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,0.4,2290,5.1,1992,4.4,2021,4.4,29613779,6.6,21691098,9.2,198663,4.3,14,1.8
"48139","1","10","71","0","2016","1","",18,229,216,218,3121673,0,0,1087,"",1.08,0.24,0.23,0.23,0.22,0.00,0.00,0.96,"",0,0.0,14,6.5,3,1.4,5,2.3,-289412,-8.5,0,0.0,0,0.0,-141,-11.5
