County_FIPS,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
48405,0,10,70,0,2016,1,,145,1565,1584,1567,13576688,8264412,97740,664,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,1.4,25,1.6,29,1.9,21,1.4,1029374,8.2,493244,6.3,9817,11.2,40,6.4
48407,0,10,70,0,2016,1,,232,2083,2081,2102,16330682,6375681,86180,601,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-7,-2.9,22,1.1,8,0.4,17,0.8,-326748,-2.0,87759,1.4,-4858,-5.3,-17,-2.8
48409,0,10,70,0,2016,1,,1126,18472,18752,18599,203751379,103341512,2923019,842,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-4,-0.4,-183,-1.0,-19,-0.1,-108,-0.6,-5077703,-2.4,-3808803,-3.6,383641,15.1,-17,-2.0
48411,0,10,70,0,2016,1,,223,1561,1598,1684,13138262,6943657,143302,626,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-2.6,-8,-0.5,37,2.4,139,9.0,1647685,14.3,852067,14.0,26986,23.2,59,10.4
48413,0,10,70,0,2016,1,,92,888,892,902,10121792,4052716,90928,871,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-1.1,-120,-11.9,-102,-10.3,-112,-11.0,-1768018,-14.9,-552801,-12.0,18615,25.7,-39,-4.3
48415,0,10,70,0,2016,1,,471,7503,7425,7306,92419971,37665435,856707,959,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-2.1,-772,-9.3,-777,-9.5,-789,-9.7,-17435672,-15.9,-6162898,-14.1,91429,11.9,-73,-7.1
48417,0,10,70,0,2016,1,,166,1309,1292,1280,13997695,7540523,180130,832,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,2.5,-326,-19.9,-314,-19.6,-267,-17.3,-6888907,-33.0,-2277225,-23.2,22383,14.2,-175,-17.4
48419,0,10,70,0,2016,1,,564,8219,8271,8209,71025865,44847503,790510,664,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-15,-2.6,-426,-4.9,-320,-3.7,-318,-3.7,-2989912,-4.0,-788203,-1.7,-100321,-11.3,1,0.2
48421,0,10,70,0,2016,1,,128,1014,1022,1031,9661944,5245999,54684,727,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-3.8,-79,-7.2,-97,-8.7,-23,-2.2,-706542,-6.8,-648471,-11.0,-55429,-50.3,-6,-0.8
48423,0,10,70,0,2016,1,,5888,99886,100436,100813,1036366253,469690169,9384697,794,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-153,-2.5,1781,1.8,1769,1.8,1785,1.8,7483468,0.7,15830907,3.5,-737699,-7.3,-9,-1.1
48425,0,10,70,0,2016,1,,207,3833,3848,3825,61366950,21460370,344666,1231,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.5,-281,-6.8,-288,-7.0,-328,-7.9,-9982504,-14.0,-2142538,-9.1,-125892,-26.8,-97,-7.3
48427,0,10,70,0,2016,1,,600,15389,15510,15428,114346187,39063011,840332,570,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,1.9,307,2.0,396,2.6,269,1.8,2942807,2.6,668856,1.7,-84581,-9.1,3,0.5
48429,0,10,70,0,2016,1,,316,3139,3101,3127,26828892,14963797,253830,661,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.6,-223,-6.6,-288,-8.5,-234,-7.0,-3465513,-11.4,-1236225,-7.6,-53284,-17.3,-30,-4.3
48431,0,10,70,0,2016,1,,103,628,609,609,7278081,2984927,27620,910,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-1.0,-42,-6.3,-47,-7.2,-59,-8.8,-1532701,-17.4,-208420,-6.5,-3162,-10.3,-110,-10.8
48433,0,10,70,0,2016,1,,85,508,507,495,4208546,1471990,29935,643,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,4.9,-21,-4.0,-10,-1.9,-20,-3.9,59053,1.4,-109901,-6.9,2190,7.9,30,4.9
48435,0,10,70,0,2016,1,,190,1944,1921,1898,31106917,12562413,373706,1246,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-3.1,-357,-15.5,-321,-14.3,-318,-14.4,-14642028,-32.0,-3236409,-20.5,84412,29.2,-316,-20.2
48437,0,10,70,0,2016,1,,212,1838,1838,1841,15293142,6482861,86060,640,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-8,-3.6,-10,-0.5,8,0.4,19,1.0,651580,4.5,73350,1.1,4865,6.0,26,4.2
48439,0,10,70,0,2016,1,,40308,830846,835793,837238,10900008019,4654276138,108465572,1005,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-118,-0.3,9582,1.2,10258,1.2,9628,1.2,-117363395,-1.1,127817333,2.8,-7428617,-6.4,-23,-2.2
48441,0,10,70,0,2016,1,,3548,59986,60336,59999,557003627,264199721,4752998,713,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,0.2,193,0.3,143,0.2,-27,0.0,-2401936,-0.4,2562853,1.0,-177618,-3.6,-4,-0.6
48443,0,10,70,0,2016,1,,47,280,283,283,2978606,843596,14304,812,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-6.0,-119,-29.8,-143,-33.6,-155,-35.4,-3342449,-52.9,-970127,-53.5,-37931,-72.6,-343,-29.7
48445,0,10,70,0,2016,1,,409,3684,3637,3687,35069115,16092005,321736,735,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,2.2,-253,-6.4,-145,-3.8,-55,-1.5,-3940823,-10.1,-439841,-2.7,-8267,-2.5,-50,-6.4
48447,0,10,70,0,2016,1,,78,481,474,466,4122564,1654812,34477,670,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-1.3,-14,-2.8,-17,-3.5,-23,-4.7,-345714,-7.7,-75202,-4.3,2975,9.4,-29,-4.1
48449,0,10,70,0,2016,1,,701,15515,15607,15598,138086836,82698904,1347979,682,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22,3.2,305,2.0,249,1.6,154,1.0,4445780,3.3,1259921,1.5,-778900,-36.6,12,1.8
48451,0,10,70,0,2016,1,,2898,46499,46685,46594,451240749,198564642,3123371,745,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-46,-1.6,-930,-2.0,-980,-2.1,-1066,-2.2,-19294805,-4.1,-9941385,-4.8,-299007,-8.7,-16,-2.1
48453,0,10,70,0,2016,1,,36969,683163,688616,690283,10478509271,3924443811,90470590,1173,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,663,1.8,18684,2.8,17358,2.6,13629,2.0,425621254,4.2,203090617,5.5,-3082610,-3.3,20,1.7
48455,0,10,70,0,2016,1,,208,2309,2295,2327,18403292,9622077,169989,613,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-4.1,-5,-0.2,-39,-1.7,-15,-0.6,-93215,-0.5,275717,2.9,-24948,-12.8,2,0.3
48457,0,10,70,0,2016,1,,305,3809,3807,3810,32236418,11599959,209545,651,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-17,-5.3,-154,-3.9,-222,-5.5,-259,-6.4,-746265,-2.3,-1343719,-10.4,-34891,-14.3,20,3.2
48459,0,10,70,0,2016,1,,523,6551,6532,6558,55928119,29207648,470856,657,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-4,-0.8,-135,-2.0,-176,-2.6,-158,-2.4,-3420267,-5.8,-901600,-3.0,-70931,-13.1,-24,-3.5
48461,0,10,70,0,2016,1,,113,1612,1570,1530,25739699,7984440,133839,1261,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-2.6,-281,-14.8,-321,-17.0,-314,-17.0,-6225240,-19.5,-1683478,-17.4,-30067,-18.3,-50,-3.8
48463,0,10,70,0,2016,1,,716,9660,9692,9783,77911816,37325187,571230,617,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-34,-4.5,-58,-0.6,-106,-1.1,-101,-1.0,-373653,-0.5,-1959563,-5.0,-87000,-13.2,3,0.5
48465,0,10,70,0,2016,1,,889,17015,17141,17194,151140154,56125011,1544808,679,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-14,-1.6,216,1.3,315,1.9,300,1.8,523010,0.3,2463181,4.6,-46130,-2.9,-9,-1.3
48467,0,10,70,0,2016,1,,908,10145,10214,10286,81753443,46099656,790510,616,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.3,50,0.5,54,0.5,58,0.6,575735,0.7,1585828,3.6,-56972,-6.7,1,0.2
48469,0,10,70,0,2016,1,,2479,39784,39642,39341,419301055,209587126,4292738,815,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-28,-1.1,-1957,-4.7,-2243,-5.4,-2332,-5.6,-56285238,-11.8,-20910088,-9.1,-190358,-4.2,-61,-7.0
48471,0,10,70,0,2016,1,,1059,24071,24137,23922,227051008,60045373,984803,726,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-0.6,584,2.5,446,1.9,300,1.3,12732998,5.9,737765,1.2,-110028,-10.0,27,3.9
48473,0,10,70,0,2016,1,,791,15708,16032,15963,165908254,74976360,1525885,803,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-1.4,-638,-3.9,-900,-5.3,-1091,-6.4,-17618332,-9.6,-7217666,-8.8,-156619,-9.3,-38,-4.5
48475,0,10,70,0,2016,1,,343,4408,4319,4257,56340539,24871415,499636,1001,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-2.6,-803,-15.4,-791,-15.5,-810,-16.0,-17468800,-23.7,-7487290,-23.1,-21081,-4.0,-106,-9.6
48477,0,10,70,0,2016,1,,921,14426,14620,14678,133089129,69130523,1397350,702,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-0.6,-852,-5.6,-869,-5.6,-945,-6.0,-11060280,-7.7,-3726556,-5.1,211596,17.8,-15,-2.1
48479,0,10,70,0,2016,1,,5045,96899,96919,97127,819627209,412609609,6900616,650,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-42,-0.8,571,0.6,292,0.3,319,0.3,-12959202,-1.6,3450012,0.8,-252082,-3.5,-13,-2.0
48481,0,10,70,0,2016,1,,1137,15070,15310,15362,134288116,73291886,1060952,677,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,0.1,-199,-1.3,-185,-1.2,-270,-1.7,-6176136,-4.4,-1316932,-1.8,-49169,-4.4,-22,-3.1
48483,0,10,70,0,2016,1,,238,2258,2270,2205,21094715,10031037,156776,723,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-14,-5.6,-278,-11.0,-204,-8.2,-255,-10.4,-2732756,-11.5,-1672742,-14.3,-45099,-22.3,-13,-1.8
48485,0,10,70,0,2016,1,,3132,52946,53102,53151,496898376,227993610,4652700,720,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-48,-1.5,-110,-0.2,-204,-0.4,-176,-0.3,823512,0.2,715983,0.3,-149695,-3.1,3,0.4
48487,0,10,70,0,2016,1,,338,5972,5895,5908,56484703,21459825,511647,733,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-2.6,-27,-0.5,-89,-1.5,-221,-3.6,1351495,2.5,74621,0.3,7999,1.6,31,4.4
48489,0,10,70,0,2016,1,,306,3493,3521,3565,28039113,12874535,331163,612,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-1.6,-370,-9.6,-420,-10.7,-251,-6.6,-2884643,-9.3,-2660031,-17.1,-104046,-23.9,-2,-0.3
48491,0,10,70,0,2016,1,,9454,152815,153566,154031,2013094491,869269040,21906386,1009,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,183,2.0,6951,4.8,6507,4.4,6260,4.2,-75935099,-3.6,48767712,5.9,306075,1.4,-85,-7.8
48493,0,10,70,0,2016,1,,684,7625,7705,7678,65012411,35029324,493259,652,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-1.4,-7,-0.1,59,0.8,23,0.3,3141622,5.1,2605534,8.0,68905,16.2,29,4.7
48495,0,10,70,0,2016,1,,198,2525,2499,2489,34833673,14268933,330597,1070,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-4,-2.0,-199,-7.3,-125,-4.8,-118,-4.5,-3634334,-9.4,-689760,-4.6,40998,14.2,-46,-4.1
48497,0,10,70,0,2016,1,,1310,19350,19222,19297,202717313,99523711,2166276,808,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-32,-2.4,-2382,-11.0,-2474,-11.4,-2226,-10.3,-58129264,-22.3,-22573227,-18.5,-375180,-14.8,-119,-12.8
48499,0,10,70,0,2016,1,,832,9596,9666,9703,84772976,43282132,814249,675,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-17,-2.0,243,2.6,271,2.9,338,3.6,5284247,6.6,3836728,9.7,41651,5.4,23,3.5
48501,0,10,70,0,2016,1,,288,3568,3605,3591,49730691,19651040,368454,1066,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-1.7,-447,-11.1,-343,-8.7,-353,-9.0,-11305520,-18.5,-3110115,-13.7,-7726,-2.1,-117,-9.9
48503,0,10,70,0,2016,1,,639,6795,6781,6769,67314600,35978480,529039,764,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-15,-2.3,-197,-2.8,-204,-2.9,-217,-3.1,-2562062,-3.7,-1521705,-4.1,27499,5.5,-5,-0.7
48505,0,10,70,0,2016,1,,194,3522,3472,3411,39503807,16206903,582295,876,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-5.4,-1287,-26.8,-1291,-27.1,-1281,-27.3,-18529752,-31.9,-10359714,-39.0,-62755,-9.7,-63,-6.7
48507,0,10,70,0,2016,1,,174,2647,2687,2696,18528550,10469253,319621,532,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-2.8,115,4.5,20,0.7,43,1.6,746093,4.2,875731,9.1,48914,18.1,9,1.7
48999,0,10,70,0,2016,1,,25115,246120,248539,248173,5439473504,2095437705,69741437,1690,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,453,1.8,26785,12.2,26845,12.1,26813,12.1,360538650,7.1,261432754,14.3,6877780,10.9,-79,-4.5
49001,0,10,70,0,2016,1,,233,2779,2789,2817,23585569,16476583,95285,649,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.2,69,2.5,57,2.1,86,3.1,2702181,12.9,4067174,32.8,-15640,-14.1,59,10.0
49003,0,10,70,0,2016,1,,1293,19226,19332,19548,168575472,137366436,817620,670,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,48,3.9,1694,9.7,1696,9.6,1504,8.3,13253925,8.5,12606920,10.1,-162104,-16.5,-4,-0.6
49005,0,10,70,0,2016,1,,3467,51916,52293,52502,430433618,290245165,1682480,634,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,104,3.1,1588,3.2,1692,3.3,1619,3.2,18805911,4.6,13287097,4.8,-543709,-24.4,8,1.3
49007,0,10,70,0,2016,1,,629,8138,8138,8135,77374564,57858016,449738,731,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,1.5,-224,-2.7,-266,-3.2,-414,-4.8,-8211016,-9.6,-6804078,-10.5,-220336,-32.9,-49,-6.3
49009,0,10,70,0,2016,1,,50,320,318,343,2814201,651083,7782,662,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-2.0,15,4.9,0,0.0,3,0.9,-24685,-0.9,66424,11.4,455,6.2,-18,-2.6
49011,0,10,70,0,2016,1,,8004,115082,116020,117254,1201223870,777604063,5568007,796,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,261,3.4,2047,1.8,1764,1.5,2210,1.9,36397981,3.1,35919993,4.8,-1765054,-24.1,11,1.4
49013,0,10,70,0,2016,1,,819,7649,7638,7559,85057473,63695183,430538,859,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-51,-5.9,-1727,-18.4,-1280,-14.4,-1187,-13.6,-27093459,-24.2,-24830529,-28.0,-196089,-31.3,-98,-10.2
49015,0,10,70,0,2016,1,,245,2901,2933,3157,33653240,25282540,380165,864,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,4.3,-130,-4.3,-114,-3.7,18,0.6,2706879,8.7,1121199,4.6,117721,44.9,89,11.5
49017,0,10,70,0,2016,1,,247,1639,1686,1977,13094371,7122481,162394,570,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,3.3,-28,-1.7,-28,-1.6,79,4.2,47090,0.4,496301,7.5,-5420,-3.2,0,0.0
49019,0,10,70,0,2016,1,,549,4159,4430,5321,34157602,24302894,273027,567,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,110,2.7,46,1.0,337,6.8,702021,2.1,825606,3.5,-67243,-19.8,-8,-1.4
49021,0,10,70,0,2016,1,,1469,16243,16259,16435,120694714,78519520,479981,569,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,66,4.7,807,5.2,708,4.6,889,5.7,5737739,5.0,4350405,5.9,-188166,-28.2,-1,-0.2
49023,0,10,70,0,2016,1,,268,3506,3545,3576,29047416,20165387,212501,631,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.5,167,5.0,179,5.3,129,3.7,2241844,8.4,1972648,10.8,-12422,-5.5,22,3.6
49025,0,10,70,0,2016,1,,320,2907,2962,3135,21260623,15692769,122324,545,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,3.6,202,7.5,194,7.0,251,8.7,1760556,9.0,1754888,12.6,-30579,-20.0,7,1.3
49027,0,10,70,0,2016,1,,379,4383,4417,4494,39881782,30449413,124343,692,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.1,-12,-0.3,-41,-0.9,-23,-0.5,1063133,2.7,644117,2.2,-39260,-24.0,22,3.3
49029,0,10,70,0,2016,1,,309,2060,2097,2069,19253435,14358334,79320,714,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,20,6.9,89,4.5,124,6.3,78,3.9,552944,3.0,921573,6.9,-26671,-25.2,-13,-1.8
49031,0,10,70,0,2016,1,,43,213,221,223,1452945,488908,2052,510,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-4.4,-27,-11.2,-26,-10.5,-16,-6.7,-33162,-2.2,-36831,-7.0,-1221,-37.3,38,8.1
49033,0,10,70,0,2016,1,,123,586,595,621,4293134,2417357,18639,550,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,2.5,36,6.5,20,3.5,24,4.0,357701,9.1,273794,12.8,-2033,-9.8,23,4.4
49035,0,10,70,0,2016,1,,42497,651808,656255,659806,8300311270,5745228760,39525636,973,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1526,3.7,23337,3.7,25115,4.0,24213,3.8,368989664,4.7,302866964,5.6,-9693191,-19.7,7,0.7
49037,0,10,70,0,2016,1,,337,3736,3842,3966,33452175,18369061,185620,669,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-8,-2.3,-61,-1.6,-2,-0.1,-22,-0.6,-258670,-0.8,-935690,-4.8,-32690,-15.0,0,0.0
49039,0,10,70,0,2016,1,,579,7099,7213,7251,52091411,28322539,193837,557,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,1.6,281,4.1,289,4.2,274,3.9,2122305,4.2,1298084,4.8,-56858,-22.7,0,0.0
49041,0,10,70,0,2016,1,,653,8173,8162,8226,65644677,48432059,347538,617,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,0.2,149,1.9,6,0.1,113,1.4,2711745,4.3,2749607,6.0,-93049,-21.1,19,3.2
49043,0,10,70,0,2016,1,,2702,29623,29617,29030,277717386,221475870,2260032,726,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,89,3.4,1370,4.8,1333,4.7,1138,4.1,6688541,2.5,8877426,4.2,-348080,-13.3,-15,-2.0
49045,0,10,70,0,2016,1,,1064,15159,15267,15400,147103803,97328627,735054,741,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,31,3.0,677,4.7,767,5.3,764,5.2,5029652,3.5,3314028,3.5,-207497,-22.0,-11,-1.5
49047,0,10,70,0,2016,1,,1274,12606,12367,12234,133645698,100526108,593852,829,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-46,-3.5,-2031,-13.9,-2087,-14.4,-2051,-14.4,-44801315,-25.1,-35491211,-26.1,-393578,-39.9,-120,-12.6
49049,0,10,70,0,2016,1,,14759,211185,213055,215202,2201241921,1537830824,8811192,794,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,630,4.5,13043,6.6,12858,6.4,13117,6.5,154437046,7.5,127160855,9.0,-2197706,-20.0,7,0.9
49051,0,10,70,0,2016,1,,970,7811,7835,7946,68146610,46641212,300706,667,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,40,4.3,551,7.6,550,7.5,563,7.6,5100240,8.1,3256814,7.5,-105631,-26.0,4,0.6
49053,0,10,70,0,2016,1,,5230,56884,57854,58713,456793141,329318817,2042974,608,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,224,4.5,3240,6.0,3532,6.5,3429,6.2,39994079,9.6,30405270,10.2,-603858,-22.8,19,3.2
49055,0,10,70,0,2016,1,,124,813,822,912,6077333,3763839,54158,551,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-2.4,111,15.8,88,12.0,87,10.5,826421,15.7,834389,28.5,2744,5.3,15,2.8
49057,0,10,70,0,2016,1,,5775,99989,100658,101309,950568302,648908796,4217903,726,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,182,3.3,3430,3.6,3391,3.5,3382,3.5,39337332,4.3,37288258,6.1,-1047257,-19.9,5,0.7
50001,0,10,70,0,2016,1,,1363,14119,14090,14263,143318046,78785270,2622039,779,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14,1.0,122,0.9,179,1.3,213,1.5,1853495,1.3,2366145,3.1,39305,1.5,1,0.1
50003,0,10,70,0,2016,1,,1517,16577,16465,16444,158806069,94655880,3818327,741,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0.3,-100,-0.6,-142,-0.9,-82,-0.5,-470085,-0.3,81117,0.1,-221817,-5.5,3,0.4
50005,0,10,70,0,2016,1,,1001,10587,10605,10693,95826164,51077855,2005954,694,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-0.9,93,0.9,-1,0.0,36,0.3,2393539,2.6,-1791371,-3.4,-71017,-3.4,15,2.2
50007,0,10,70,0,2016,1,,6562,99227,100107,99748,1236365065,652859761,23008810,954,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,112,1.7,291,0.3,427,0.4,171,0.2,20806741,1.7,14699519,2.3,-373614,-1.6,13,1.4
50009,0,10,70,0,2016,1,,173,1000,1008,1004,8747782,3857211,168751,670,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-4,-0.4,0,0.0,-16,-1.6,164960,1.9,-51688,-1.3,20995,14.2,17,2.6
50011,0,10,70,0,2016,1,,1217,17536,17563,17667,194084044,96793321,2946710,849,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,27,2.3,836,5.0,769,4.6,971,5.8,12269780,6.7,6806016,7.6,84128,2.9,13,1.6
50013,0,10,70,0,2016,1,,234,1016,993,978,7894412,4991445,187344,610,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14,6.4,37,3.8,0,0.0,-10,-1.0,128400,1.7,272983,5.8,8458,4.7,5,0.8
50015,0,10,70,0,2016,1,,1087,12408,12506,12206,111233780,67232981,2781023,692,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,30,2.8,40,0.3,13,0.1,-19,-0.2,2734845,2.5,1106515,1.7,-166357,-5.6,17,2.5
50017,0,10,70,0,2016,1,,843,7229,7441,7498,67752988,33753319,1221171,705,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-304,-4.0,-63,-0.8,12,0.2,2867911,4.4,233742,0.7,-65312,-5.1,40,6.0
50019,0,10,70,0,2016,1,,920,10671,10735,10606,91362731,52751368,2380422,659,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-4,-0.4,-1,0.0,49,0.5,-9,-0.1,3086720,3.5,344154,0.7,-25002,-1.0,22,3.5
50021,0,10,70,0,2016,1,,2334,27593,27491,27497,277309243,162153038,6457660,775,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-15,-0.6,-183,-0.7,-306,-1.1,-254,-0.9,13638081,5.2,2314000,1.4,46786,0.7,45,6.2
50023,0,10,70,0,2016,1,,2561,32363,32670,32501,387010073,186417513,6775064,916,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,29,1.1,-177,-0.5,-148,-0.5,-395,-1.2,13941811,3.7,2137616,1.2,-138585,-2.0,40,4.6
50025,0,10,70,0,2016,1,,1912,23240,23155,22915,218393499,131066777,5281610,727,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,51,2.7,-17,-0.1,186,0.8,-45,-0.2,-44866365,-17.0,-18249896,-12.2,-399477,-7.0,-151,-17.2
50027,0,10,70,0,2016,1,,2283,23122,23039,22880,240942245,128230054,4839257,805,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-281,-1.2,-149,-0.6,-182,-0.8,9214617,4.0,1381401,1.1,-106560,-2.2,37,4.8
50999,0,10,70,0,2016,1,,702,7474,7640,7689,58266653,27733119,935919,590,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-13,-1.8,-822,-9.9,-67,-0.9,-143,-1.8,-1625553,-2.7,-85898,-0.3,-71218,-7.1,10,1.7
51001,0,10,70,0,2016,1,,1150,12379,12408,12628,107994709,61879243,945240,666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,162,16.4,326,2.7,358,3.0,390,3.2,2351019,2.2,2482073,4.2,-352453,-27.2,-5,-0.7
